year,companies,cost_mean,cost_median,cost_max,cost_total,efficiency_mean,efficiency_median,efficiency_max,efficiency_total,profit_mean,profit_median,profit_max,profit_total,resilience_mean,resilience_median,resilience_max,resilience_total,security_mean,security_median,security_max,security_total,risk_mean,risk_median,risk_max,risk_total,uncertainty_mean,uncertainty_median,uncertainty_max,uncertainty_total,diversification_mean,diversification_median,diversification_max,diversification_total,localization_mean,localization_median,localization_max,localization_total,flexibility_mean,flexibility_median,flexibility_max,flexibility_total,continuity_mean,continuity_median,continuity_max,continuity_total,critical_inputs_mean,critical_inputs_median,critical_inputs_max,critical_inputs_total,reconfiguration_mean,reconfiguration_median,reconfiguration_max,reconfiguration_total,de_risking_mean,de_risking_median,de_risking_max,de_risking_total,realignment_mean,realignment_median,realignment_max,realignment_total,volatility_mean,volatility_median,volatility_max,volatility_total
2007,183,219.16,196,1769,40106,9.74,6,110,1783,63.39,24,1332,11601,0.16,0,3,30,22.78,18,78,4169,164.79,73,1492,30157,17.63,15,81,3227,6.27,3,147,1148,0.14,0,4,26,3.58,2,31,655,3.02,1,69,552,0.01,0,1,1,0.6,0,97,110,0.0,0,0,0,0.96,0,41,176,12.84,9,118,2350
